Document ID,Text Comment
USDA-2017-0002-0193,"America needs to stop Wind Farms and Solar and subsides,    Real life example;    Dec 2017 Australian Minister Josh Frydenberg  release the Menzies Research Centre report, which calls for subsidies for renewable energy to be phased out and gas-extraction bans to be lifted to prevent prices rising higher.  Renewable energy subsidies push up bills, says report  Subsidies for renewable energy are behind most power price increases, adding almost $300 to the average electricity bill, according to a report that calls for a ""reboot"" of the national energy market. Our energy markets are broken. The nation is now facing the prospect of shortages and widespread blackouts, a scenario that until recently was unimaginable to most Australians.
Australian and renewables subsides ,   ""Consumers and business owners have a right to feel angry,"" Mr Shepherd said. ""They have been largely kept in the dark about the extent and effect of subsidies to support the introduction of renewable energy,    consumers had borne the cost of ""ill-judged"" state and federal renewable energy programs, which had resulted in a less-efficient, less-reliable national electricity supply.  
The Australian Competition and Consumer Commission found in October that consumer electricity prices had risen by 63 per cent on top of inflation since 2007-08, prompting chairman Rod Sims to warn that households were under ""unacceptable pressure"".  Australian households and businesses now suffer from high energy prices and diminished reliability. A decade ago, prices were the fifth-lowest in the OECD. Today they are the 12th highest. The current situation is failing the nation. The retirement of caseload generators and the scarcity of gas has created uncertainty in supply  the cost of energy has increased (residential prices have increased by 63 per cent on top of inflation since 2007-08), and investor confidence has been severely diminished. Renewable energy policies have increased costs without a corresponding increase in transparency.   Renewable energy policies are failing to deliver which is costing families and businesses for no apparent advantage.  
The result was a deficit of dispatchable energy and a significant increase in prices. Energy prices are reducing Australia's competitiveness. For instance, between 2007-08 and 2014-15, the cost of electricity to increase output by $100 increased from $5.77 to $9.28 for primary metal and metal product manufacturing, from $1.68 to $3.34 for food product manufacturing, and from $0.92 to $1.62 for agriculture.  
The estimated subsidies paid under the LRET and SRES components of the RET have increased from about $100 million in 2003-04 (in current value) to $2.74 billion last financial year. Had consumers been more aware of this being added to their power bills, they are unlikely to have agreed to them. All subsidies distort the market.
At least four Australian inquiries have found that it is possible to manage community concerns relating to environmental and social issues with respect to gas exploration and production, the most practical method of which is a cost-benefit analysis on a project-by-project basis.
Menzies Research Centre report, chaired by former Business Council of Australia head Tony Shepherd, also recommends the federal government revive community discussions on nuclear energy, and scrap state-based renewable energy targets in favor of a national framework. The report saves its most scathing comments for the role state and federal governments played in the lead-up to South Australia's statewide blackout last year. ""Failures in the energy market that led to the first statewide blackout for more than half a century were entirely caused by ill-judged state, territory and federal government policies,"" He said consumers and businesses were not warned about the technical challenge of trying to integrate large amounts of non-synchronous energy generation into the grid. ""Nor were they told about the high cost of sourcing reliable energy when wind and solar generators are idle,"" he added. Mr Shepherd said.
The combined policies of state and federal governments regarding energy infrastructure, generation and distribution have in the past two decades degenerated into one of the biggest policy failures in postwar Australia.  
"
USDA-2017-0002-0969,"There is no reason for people that are capable of working should not be required to do so to be fed. 
I am working to fed myself and how many more?? Only you know because you take my tax dollars and waste them.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4046,"1. Our students should be able to decide what milk fat they like to drink. It's one cup a day let them enjoy it.
2. Sodium levels held at the level we are currently using.
3. Grains the students will eat them better if it's their choice let us give them a choice whole grain or white.
 School food service departments priorities are to feed students healthy meals they will eat let us do our jobs.
 Students need to come eat without worry about paying the summer program doesn't make people pay according to ability to pay why do people have to pay during the school year. Let us feed kids it's what we do. "
USDA-2017-0002-3258,"be sure as many folks as can work do so in order t qualify for food stamps.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0348,"Everyone deserves access to healthy, fresh food. The proposed changes to the SNAP program are heartless, humiliating, and disastrous. Please do not allow these changes to take effect."
USDA-2017-0002-3637,"The Obama administration eliminated work requirements for receiving welfare benefits with the result of dramatically increasing the food stamp rolls when a certain element refused to even look for work choosing instead to remain on the program. I strongly urge you to take action to reinstate the work requirements for those receiving welfare benefits in a effort to regain some control of the situation
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3798,"All able bodied people currently on welfare need to be drug free and must work rather than leech of the hardworking taxpayer. Also no non citizens should receive any welfare benefits.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3063,"Work is a good thing and will restore self esteem of those currently receiving food stamps and welfare.  
Obama was a fool or maybe it was just his effort to destroy our republic and bring on a socialist state  and then the dictatorship.  Democrats are mostly stupid and the rest are evil!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2777,"There is no logical reason to not have a work requirement for anyone who is getting food stamps.  We are happy to help those in need as they help themselves, but not requiring someone to work while getting help encourages people to abuse the program and it is destroying this country.  Reinstate the requirement for someone to work while getting assistance.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0426,"Some  environmentalist  believe   the planet cannot continue to sustain both an exponentially growing human population and the healthy abundance of other species.  the collective needs of non-human species must take precedence over the needs and desires of humans.    ""These groups and many conservation biologists believe the primary reason for lawsuits is ""  acquisition from private landowners for species........... Litigious groups are petitioning for new species that lack even common names or descriptions, too often, the ""science"" included in  petitions is directly relied upon in the 90-day findings and is then codified as ""fact"" by the time the 12-month review is completed, and 12-month reviews are sometimes subjected to ad hoc and informal peer reviews that may amount to no more than an email distribution of the document with informal comments received.       According to a 2012 GAO Report USING  the Equal Access to Justice Act (EAJA)      of cases brought against the Departments of Agriculture (""USDA"") and the Interior between 2000 and 2010, the ESA was the third most expensive and litigious statute for the USDA (costing taxpayers $1.63 million in attorneys' fees and costs), and the most expensive and litigious statute for the entire Interior Department (costing the taxpayers $22 million in attorneys' fees and costs) Justice Department, the CBD was responsible for 117 ESA lawsuits filed against the federal government between October 2009 and April 2012.143 WEG had the second highest with 55 ESA cases, and the Sierra Club and Defenders of Wildlife were fighting for third place with 30 and 29 filed ESA cases,  according to a 2012 Government Accountability Office (GAO) report, most federal agencies within the Departments of the Interior and Agriculture do not keep detailed records of the litigation, including the cases where they are required to pay attorneys' fees, or even the type of the cases that involve particular statutes such as the ESA . U.S. Chamber of Commerce recently reported that between 2009 and 2012, a total of 71 lawsuits were settled under circumstances that can be categorized as ""sue and settle,"" and have resulted in more than 100 new federal rules, many of which are major rules with compliance price tags of more than $100 million annually.  Equal Access to Justice Act (""EAJA""), enacted in 1980, allows the award of attorneys' fees in suits by or against the United States bipartisan Western Governors' Association, representing 22 states and American Samoa, has raised concerns that states' role of species management under ESA and its current implementation ""is largely optional and has been provided by the federal government inconsistently.  States, tribal and local governments are devoting hundreds of millions of dollars annually in on-the-ground species protection actions, and are leveraging those funds with private conservation efforts. State of Texas has in place nearly 8,000 wildlife management plans covering 30 million acres of privately-owned land. Congress passing the Improper Payments Information Act of 2002 (IPIA). This act, as amended, requires, among other things, that all agencies annually identify and review programs and activities that may be susceptible to significant improper payments.  Statutory tools are  necessary to reduce excessive regulatory burdens that make  infrastructure projects all but impossible in this country.  Congress needs to provides a strong foundation upon which America  can build in the fight of special interest groups.  should require a rulemaking to address programmatic approaches in environmental reviews and makes other changes to existing law that should be addressed in a rulemaking. Section 204 of the Demonstration Cities and Metropolitan Development Act of 1966 (42 U.S.C. 3334) and Section 301 of Title 3 of the United States Code.  Pursuant to title two, section 285b of the United States Code, the Office of Law Revision Counsel is required to prepare a restatement of all laws passed by Congress; there are no exceptions.   We must address the chronic litigation that hinders our resource/land management. Cancel working with U.S. Institute for Environmental Conflict Resolution is a federal program established by the 1998 Environmental Policy and Conflict Resolution Act (P.L. 105-156) "
USDA-2017-0002-1498,"I realize there are some disabled people who need help but able bodied individuals need to earn benefits. Welfare eats away at the soul. People need to feel they are contributing to have pride in themselves.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0606,"Please Write Your Comment Here  Please reinstate the work requirement for getting food stamps! We dont want our tax payer dollars going to people that are able to work!!
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0428,"Get rid of FSA. If the inspector in charge is doing there job this should not be necessary, all of the rules are inpurpeted differently by the Indidual anyway. If the plant is having problem and the inspector can't fix them a group of folks should come in and HELP the plant get into compance , if the plant doesn't response then close the plant..

Patrol inspector: there is no reason for a patrol inspector to come ever day. Our inspector has three plant, if e didn't come ever day could probably do 5 or 6 plants.
The small plants have much more to lose if the don't do things right THERE BUSINESS.

Get rid of ground beef logs NO VALUE

   "
USDA-2017-0002-0309,"June 2017,   Congress sent letter to Department of the Treasury   stating  U.S.  and  European officials, and U.S. intelligence community have all publicly noted that Russia and its government corporations are funding a covert anti fracking campaign to suppress the widespread adoption of fracking in Europe and the U.S.- all in an effort to safeguard the influence of the Russian oil and gas sector.   For example, former NATO Secretary-General  Anders Fogh Rasmussen told reporters in 2014, ""I have met allies who  can report that Russia ... engaged actively with so-called non-governmental  organizations ... to maintain European dependence on imported Russian gas.""   Russia's attempts to maintain a stronghold on the European oil and gas market is well documented,  
Feb. 2018   ; reported .  The Russian ship known as The Gaselys a Russian natural gas (LNG) ship,  which arrived in Boston Harbor on Sunday Jan 28,  will be offload gas for use in New England. A second tanker named Provalys expected at  U.S. middle of Feb. 15, See  web site as  www.kpler.com    Lpler is a global ship tracking company. This is nuts, and crazy, who is running the energy dept ?? .... Why is New England blocking pipelines from the Marcellus, domestically produced gas that is cheaper, if they need Home heating gas ; why not AMERICAN GAS ???? outrageous,  Several news outlets reported.  Buy America, support taxpayers and budget to help poor.  Why send money overseas. ??  this is harming America small business.
Now back to June 2017   The Committee on Science, Space, and Technology is conducting oversight of what appears to be a concerted efforts by foreign entities to funnel millions of dollars through various non-profit entities to influence the U.S. energy market.  According to the former Secretary General of NATO, ""Russia, as part of their sophisticated information and disinformation operations, engaged actively with so-called nongovernmental organizations- environmental organizations working against shale gas- to maintain dependence on imported Russian gas.""Other officials have indicated the same scheme is unfolding in the U.S.  These statements and related reply is providing evidence that Russia is also behind the radical statements and vitriol directed at the U.S. fossil fuel sector.  The purpose of this letter is to request that the U.S. Department of Treasury investigate these and related allegations.
... Russia  has been using a mix of hard and soft power in its attempt  to recreate  a sphere  of influence,  including  through  a campaign  of disinformation  on many issues, including energy.  In general, the potential for Russia using energy supplies as a means of putting pressure on European nations is a matter of concern.  No country should use supply and pricing as tools of coercion.
Hillary Clinton, with access to intelligence reports, made a private speech in 2014, We [the State Department and the U.S.] were up against Russia pushing oligarchs and others to buy media.  We were even up against phony environmental groups, and I'm a big environmentalist, but these were funded by the Russians to stand against any effort, 'Oh that pipeline, that fracking, that whatever will be a problem for you,' and a lot of the money supporting that message was coming from Russia.""
Recent news reports reference a ""U.S. intelligence community's [Office of the Director of National Intelligence] report on Russian activities in the presidential election"" that contains ""clear evidence that the Kremlin is financing and choreographing anti-fracking propaganda in the United States. According to media outlets, the report found that "" [Russian Today News] ran 'anti-fracking programming, highlighting environmental issues and the impacts on public health,' which is 'likely reflective of the Russian government's concern about the impact of fracking and the U.S. natural gas production on the global energy market and the potential challenges to Gazprom's profitability. It is easy to see the benefit to Russia and Gazprom that would result from a reduction in the U.S. level of drilling and fracking- a position advocated for by numerous environmental groups in the U.S have infiltrated U.S. organizations at home and attempted to sway public opinion and thereby government opinion.
"
USDA-2017-0002-3622,"Please Write Your Comment Here.   Its time to support waiver reform and reinstate work requirements.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3235,"Please understand human nature.  Something for nothing just creates dependents who are still very unhappy with their life and now think they deserve more.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4056,"Duke is supportive of the comprehensive response provided by National Association for Biomedical Research (""NABR""). Specific comments related to the NABR response and impact to our institution is provided in the attached document."
USDA-2017-0002-2906,"Food stamps should be for bare essentials ONLY  -  no sodas  -  no deserts  -  no candy  -  no potato chips  -  REAL food ONLY - - - -  -
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3578,"Tell the USDA to reinstate work requirements for food stamps and support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1985,"Please Write Your Comment Here We do not need able body people at public expense when they can work and therefor cut down on the need forgen workers.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0629,"I worked part time in Mississippi when they required work to get food stamps. No one was turned away but they had to go on interviews so I am for this.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3025,"As a taxpaying American, I demand that there should be a drug and work requirement to receive welfate.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0555,"Every able body person needs to work.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4093,"Wind and solar should not be called renewable, they both use the earth materials as do oil and gas.  In fact the material mined by children used in wind and solar is toxic.

Why would the EPA use the UN  ICC report in 2009  to set America air standards, when the counties that set on flawed reports from IPCC policymakers Nations in work in Groups I, II and III Nations like ; 
Russian ? Cuba ? Venezuela,? Pakistan ? Sudan Ethiopia ?  these are not American friendly counties. 

Hundreds of billion dollars have been wasted with the attempt of imposing a Anthropogenic Global Warming (AGW) theory that is not supported by physical world evidences.

German Chancellor Angela Merkel august 2018 rejected on Sunday a proposal, floated by the European Commission last month, of setting new, stricter emissions cuts targets, saying EU countries should focus on meeting the targets they have already set themselves.

CDM  was  planned UK auction on  16 May 2018 of carbon dioxide allowances under the EU Emissions Trading System had to be canceled Wednesday because of insufficient bidding interest.  Failed System.
 The planned auction of 4.5935 million EU Allowances was cancelled ""as a result of the total volume of bids falling short of the volume of allowances being auctioned,"" auction host, the ICE Futures Europe exchange said in a statement.


Renewables industry is an act of faith, it can survive is through government subsidies. And those subsidies can only continue if renewable companies  persuade enough gullible people to accept being fleeced by their gullible governments to pay over the odds for wind and solar in the name of the environment.  Once people start to lose that faith all bets are off.

April in 2018 was the coldest month in the past 21 years

Would it surprise you to learn the greatest global two-year cooling event of the last century just occurred? From February 2016 to February 2018 (the latest month available) global average temperatures dropped 0.56C. You have to go back to 1982-84 for the next biggest two-year drop, 0.47Calso during the global warming era. But Cooling outliers garner no media attention. 
The global average temperature numbers come out monthly. If they show a new hottest year on record, thats a big story. If they show a big increase over the previous month, or the same month in the previous year, thats a story. If they represent a sequence of warming months or years, thats a story. When they show cooling of any sortand there have been more cooling months than warming months since anthropogenic warming begantheres no story.

Compliance with the terms of the Paris Accord and the onerous energy restrictions it had placed on the United States could have cost America as much as 2.7 million lost jobs by 2025 according to the National Economic Research Associates.

China will be able to increase these emissions by a staggering number of years13. 

India makes its participation contingent on receiving billions and billions and billions of dollars in foreign aid from developed countries.

China was allowed to build hundreds of additional coal plants. American was not allowed, but China Could, 

 India was allowed to double its coal production by 2020. Even Europe was allowed to continue construction of coal plants.

If the Paris Agreement had been implemented in full, with total compliance from all nations, it is estimated it would only produce a two-tenths of one degreethink of that; this muchCelsius reduction in global temperature by the year 2100. In fact, 14 days of carbon emissions from China alone would wipe out the gains from America  in the year 2030.

The Paris Accords Green Fund could have obligated the United States to commit potentially tens of billions of dollars of which the United States has already handed over $1 billionAnd nobody even knows where the money went. 

 In 2015, the Green Climate Funds executive director reportedly stated that estimated funding needed would increase to $450 billion per year after 2020. 

The risks of the Paris Accord grow as historically these agreements only tend to become more and more ambitious over time. In other words, the Paris framework is a starting pointas bad as it isnot an end point.  
Exiting the agreement protected the United States from future intrusions on the United States sovereignty and massive future legal liability,  we would have massive legal liability if we stay in.
"
USDA-2017-0002-0120,"RESEND ALL AGRICULTURE  REGULATIONS, recent California wildfires tells it all, over billion dollars in cost, lives lost, TIME FOR CHANGE... The greenhouse gas emissions alone from wildfires can be equivalent to more than 8.5 million passenger vehicles driven for a year . .........2015 Subcommittee Chairman Tom McClintock (CA-04), ""The greatest threat to many endangered species and their habitat is catastrophic WILDFIRE..... Yet rather than thinning the forest to protect this habitat, we're spending millions upon millions on extraordinarily long, complicated, voluminous documents that IMPEDE our ability to properly manage the forests for the benefit of all species""...... Ozone is NOT OIL AND GAS COMPANIES ...Extreme events of WILDFIRES have significant impacts on air quality especially when they occur during periods conducive to ozone formation, Findings demonstrate a clear impact of wildfires on surface O3 nearby and potentially far downwind from the fire location, which means it is not in the Flawed EPA report for Greenhouse gas. US Forest Service page, 2015 Pacific Northwest WILDFIRE season Washington 130,000 tons Oregon 90,000 tons of fine particulate matter . ..... Not surprisingly, the clear and present danger of high-intensity fires on public lands in California have increased significantly over the last 20 years. Besides reducing the risk of catastrophic fire, trees in a restored healthy forest are more resistant to insect predation. POOR MANAGEMENT ALSO HAS LESS WATER FOR AGRICULTURE  ....Being thinned, trees create right-sized gaps in the canopy to allow snow to fall to the ground yet receive enough shade to be protected from melting too early, unlike closed canopies from too many trees where 15 to 60 percent of snow never reaches the ground and is lost to evaporation. Further, in restored forests faster growing large trees sequester carbon faster than smaller trees. ........ Dave Schulz, Commissioner, Montana, in 2015 testimony, ""The consequences are a domino effect that results in forest management coming to a standstill."" ""I think there are environmental consequences to any action we take, and if we're not cautious and careful and cooperative toothat can cause harm,"" Schulz reiterated during the hearing. ""At the same time, there's an environmental consequence to doing nothing, and that's what I'm concerned about.""....... .....USFS Chief Dave Bosworth Said, ""We Do Not Have A Fire Problem On Our Nation's Forests; We Have A Land Management Problem""......... Sunday, 17 May 2015 - There is no doubt that litigation has had a profound impact on the Forest Service and subsequently the management and mismanagement of our national forests. Millions of taxpayer dollars are spent on shuffling paper, over-analysis and ensuring process is followed. We currently estimate planning and environmental analyses are roughly 60% of the costs of forest management projects,"" While many environmental laws were originally passed for good reason at a time when more checks and balances were needed, the situation has dramatically changed. All of us understand that significantly more restoration needs to occur through aggressive active management."" Sufficient mills no longer exist to handle wood processing. Economic depression of forest communities makes rebuilding more difficult. Lengthy and complex planning processes such as NEPA, CEQA, and the ESA must be complied with before any action is taken. CARB impedes prescribed therapeutic burns while promoting the unintended consequence of enabling larger, more damaging fires. .......... the past administration Forest Service instituted a strict policy of fire suppression. Today, timber harvest in public forests is practically non-existent. Rather than a healthy 50 to 100 trees per acre, the west slope now averages 300-plus trees per acre. This concentration of trees and underbrush amounts to 45 tons of dry fuel per acre, or a potential for catastrophic fire........"
USDA-2017-0002-0420,"Intergovernmental Panel on Climate Change (IPCC) is an international body outside the jurisdiction and oversight of the United States Congress. EPA, Energy dept, Forest Service, Fish and Wildlife and agricultural dept are the entity of the United States government that during last administration was seeking sweeping regulations on the basis that GHGs are increasing global temperatures. EPA's reliance on the IPCC for GHG emissions results is a VIOLATION of the Data Quality Act, 
EPA Inspector General's was highly critical report investigating EPA's review of external data for the GHGs endangerment finding.
150 entities including 27 states, 24 trade associations, 37 rural electric coops, and three labor unions challenged the Clean Power Plan highlighting a range of legal and technical concerns.
2017 EPA has determined that the CPP exceeds its statutory authority based on a change in the agency's legal interpretation of Section 111 of the Clean Air Act (CAA). In October 2017, the EPA completed a regulatory impact analysis for its proposal to repeal the Clean Power Plan. October 10, 2017, (EPA) issued a proposal to REPEAL the Obama Administration's 2015 rule, ""Carbon Pollution Emission Guidelines for Existing Stationary Sources: October 16, 2017, the EPA proposed to repeal the Clean Power Plan .
December 1, 2015, a bipartisan majority of the United States Congress formally disapproved of the Clean Power Plan pursuant to the Congressional Review Act.
On March 28, 2017, the Trump Administration disbanded the IWG and withdrew its reports and supporting documents as no longer representative of government policy. 
Aug 20, 2017 Federal Climate Advisory Committee ... for the Sustained National Climate Assessment's was closed. 
Any environmentalist policy that would drive up the cost of energy, food, or other essential needs in the name of protecting nature must be rejected.
March 28, 2017, President Trump signed the Energy Independence Executive Order; review of the Clean Power Plan; reconsideration proceedings to suspend, revise, or rescind the rule.
Any physical theory is always provisional, in the sense that it is only a hypothesis: you can never prove it.
Scientists; Variations in the amount of solar radiation reaching the Earth are thought to influence climate
Repealing the CPP will save Billion dollars in avoided compliance costs.
1997 Report of Prinn based on the model developed for MIT's Program on the Science and Policy of Global Change. emission caps proposed , will not prevent global warming
EU Emissions Trading Scheme (ETS) has cost their consumers $287 billion for ""almost zero impact"" on cutting carbon emissions, according to a 2011 UBS study.
2016 February 9, , the United States Supreme Court stayed the CPP immediately halting implementation.
1995 IPCC meeting There are inadequate data to determine whether consistent global changes in climate variability
2014 IPCC A second dimension of uncertainty, ( GHG) that concerning whether the policies states implement will in fact achieve desired outcomes
Decade of focus on global warming and billions of dollars of research funds have still failed to establish that global cooling or warming is a significant problem.
2007 IPCC the lead author of the climate report stated in an email that 'we can't account for the lack of warming at the moment...'
1970 Prediction ( wrong ) If present trends continue, the world will be about four degrees colder for the global mean temperature in 1990, but eleven degrees colder by the year 2000...This is about twice what it would take to put us in an ice age.  Kenneth E.F. Watt on air pollution, Earth Day (1970)
The main greenhouse gas is water vapor which is both natural in origin and highly variable in its distribution.
1959 Edward Ney possible climatic link through cosmic rays.
Professor Judith Curry, chair of the School of Earth and Atmospheric Sciences concern that past climate models have not proven true.
IPCC and regulations are mostly geared against emissions then IPCC should be more skeptical of China and India, since future emissions will come overwhelmingly from most significant emitters (China, India, and Russia) they DO NOT abide to international GHG reduction agreements. 1995 IPCC meeting China registered its disagreement on the use of carbon dioxide emissions. China emit more CO2 than the U.S. and Canada combined, and India is now the world's third biggest emitter of CO2 - pushing Russia into fourth place. Simultaneously, U.S. CO2 levels have been steadily declining.. EPA's website, total GHG emissions have only risen 1% in the U.S. since 2005, while levels in China, India, and Russia have combined to rise more than 6%. 
2011 Patrick Moore , ""We do not have any scientific proof that we are the cause of the global warming that has occurred in the last 200 years"
USDA-2017-0002-3929,"All those who can work, must do so, all who receive food stamps. We must not be responsible for causing welfare to be passed on to generations following. A person who works will gain self respect.. and all wo can must work whether they want to or not. If they won't work, they must not receive the help.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0804,"Please reinstate work requirements for food stamps and support conservative waiver reform.
Thanks !
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1073,"Our Government must start showing compassion for the American. taxpayer. Please reinstate work requirements for food stamps and support conservative waiver reforms. Lets give back the people their dignity, and be self supporting.  thank you.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2103,"Food Stamps are nothing more than welfare.  Whereas there is a need for welfare and Food Stamps in certain cases, which are rather rare, the large part of the population that receives Food Stamps is able to work and should do so to receive compensation in the form of a pay check or Food Stamps.  Work brings self satisfaction and self reliance.  Offering Food Stamps for no work is a bad idea and only creates a population that is so much more dependent on government.  I urge you to stop the distribution of Food Stamps to those who are perfectly able to work for compensation.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3297,"Please reinstate work requirements for food stamps. Thank you.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2802,"Folks who can work, need to work, when receiving Tax payer funded assistance.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0758,"Work requirements should be reinstated as Pres Clinton did but waived by Pres Obama. In addition, drug testing should be mandatory to receive any welfare benefit.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1958,"Handouts do not help those who Can gainfully work .They do the reverse? What are you seeking accomplish
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0887,"Please reinstate work requirements for food stamps.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1801,"Please reinstate work requirements for food stamps and support conservative waiver reform.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-4115,"Using USDA food distribution programs for derivative functions needs to be ceased immediately. Placing abstracted valuations on people's participation in said programs and permitting other sectors to be availed of the benefits skews data on labor and other costs associated with meeting basic human needs. It also permits for a tolerance of non-employed individuals at rates that would not be accepted if the derivative benefits of such policies were prevented. In essence, permitting data connected to USDA food distribution programs to be used as derivatives keeps scores of people jobless that are otherwise ready and willing to work.

Regarding a cost/benefit analysis, the elimination of the use of USDA data for derivative purposes would eliminate the financial incentives other sectors -- both involved in the public, the private, and the public-private realms -- have in refusing to include appropriate wage and benefit rates in the considerations of the cost/benefit analyses they perform. The USDA is well-positioned to influence standards revisions elsewhere by revising its own. Please see the agreements that many people who sign up for local food banks supported by the USDA sign upon accepting food bank services for a specific example of an area of needed ""revision."" It is unacceptable to use these sorts of programs for application elsewhere without the informed consent of participants and without compensation for their services in these and other regards.

Re: Federal Register Number 2017-14920
"
USDA-2017-0002-1523,"Able bodied persons should be given the opportunity to feel that they earned their sustenance.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-0038,Attached are comments by the Alaska Miners Association.  Thank you. 
USDA-2017-0002-3268,"Work for food stamps is a good thing if nothing else it would be for self esteem and the pride of having a job
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-3149,"No able bodied person should be given benefits to help them NOT WORK. These entitlements have gone on much too long and all that taxpayer money can be used for worthy causes. Being employed is a great way to foster feelings of productivity and purpose in one's life. Please stop this horrendous form of entitlement as soon as possible.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-2377,"Please start having only CITIZENS receive food assistance.    Please start enforcing a work related mandate in order to receive food assistance.    Those capable of work should be looking for work on a weekly basis in order to receive food assistance.
Thank you
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
USDA-2017-0002-1207,"The Food Stamp program should be a bridge to better times not a way of life for eternity.  Tighten  up on the qualifications and get the 50% of those on food stamps who can work off the program.
Re: Supplemental Nutrition Assistance Program: Requirements and Services for Able-Bodied Adults without Dependents (previously under Docket ID FNS-2018-0004-0001)"
